13.03.2018                                                                                        Dynamic List Display                                                                                                1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
13.03.2018                                                                                          Lantek Details data                                                                                             1
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Lantek Details data
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Order     |Total order quantity|BUn|Material   |Document            |Vers|Material Description                    |MRP controller|Basic Start Date|Basic finish date|Material   |Customer material number           |
| 1060261398|                  1 |PC |E001.A00301|9106011610          |11  |REAR FRAME 9106011610 T1DC              |E58           |06.03.2018      |08.03.2018       |E003.A03050|T1D C-211                          |
| 1060261399|                  1 |PC |E001.A00301|9106011610          |11  |REAR FRAME 9106011610 T1DC              |E58           |19.03.2018      |21.03.2018       |E003.A03050|T1D C-212                          |
| 1060261401|                  1 |PC |E001.A01213|5112331321          |03  |5112331321 Simba ASM6                   |E58           |08.03.2018      |15.03.2018       |E003.A01301|ASM6-11                            |
| 1060261401|                  1 |PC |E001.A01213|5112331321          |03  |5112331321 Simba ASM6                   |E58           |08.03.2018      |15.03.2018       |ZRSA.C12675|ASM6-11                            |
| 1060261402|                  1 |PC |E001.A01213|5112331321          |03  |5112331321 Simba ASM6                   |E58           |22.03.2018      |29.03.2018       |E003.A01301|ASM6-12                            |
| 1060261402|                  1 |PC |E001.A01213|5112331321          |03  |5112331321 Simba ASM6                   |E58           |22.03.2018      |29.03.2018       |ZRSA.C12675|ASM6-12                            |
| 1060261403|                  1 |PC |E001.A01723|5112332389          |6   |5112332389 Rear frame ASM7              |E58           |21.02.2018      |26.02.2018       |ZRSA.C12675|ASM7-12                            |
| 1060261403|                  1 |PC |E001.A01723|5112332389          |6   |5112332389 Rear frame ASM7              |E58           |21.02.2018      |26.02.2018       |E007.A09558|ASM7-12                            |
| 1060261467|                  1 |PC |E003.A01366|A49889.0100         |03  |A49889.0100 TUBE OUTER DRF100           |E53           |16.02.2018      |20.02.2018       |E007.A09827|TUBA OUTER DRF234                  |
| 1060261471|                  1 |PC |E003.A01365|A55776.0100         |04  |A55776.0100 TUBE OUTER LIGHT            |E53           |17.02.2018      |20.02.2018       |E007.A09832|TUBA OUTER G734                    |
| 1060261497|                  1 |PC |E003.A05198|5590018668          |6   |5590018668 LoadFrame ALF8 - Spawanie    |E58           |20.02.2018      |05.03.2018       |E003.A05042|ALF8-79 SPAWANIE                   |
| 1060261498|                  1 |PC |E003.A05198|5590018668          |6   |5590018668 LoadFrame ALF8 - Spawanie    |E58           |20.02.2018      |05.03.2018       |E003.A05042|ALF8-81 SPAWANIE                   |
| 1060261502|                  1 |PC |E003.A00519|A49892.0100         |3   |A49892.0100 BOOM DRF NOSE               |E53           |19.02.2018      |21.02.2018       |E007.A08548|NOS DRF 233                        |
| 1060261544|                  1 |PC |E001.A01711|603301.03           |03  |603301.03 SMV MAST OUTER LH=21600       |E43           |01.03.2018      |15.03.2018       |E007.A16450|SMO21-13                           |
| 1060261555|                  1 |PC |E001.A02242|098-17              |    |098-17 Przyrz. do składania głowic CRD  |E49           |23.02.2018      |26.02.2018       |E007.A40750|098-17 PRZYRZ. DO SKŁADANIA GŁOWIC |
| 1060261556|                  1 |PC |E003.A05971|100867.01W_V11-13   |07  |100867.01W_V11-13 Suspension for lb     |E44           |22.02.2018      |28.02.2018       |E007.A13921|WIEŻA SMV15V11-2                   |
| 1060261557|                  1 |PC |E003.A05971|100867.01W_V11-13   |07  |100867.01W_V11-13 Suspension for lb     |E44           |20.02.2018      |26.02.2018       |E007.A13921|WIEZA SMV11V11-2                   |
| 1060261558|                  1 |PC |E001.A02284|009-18              |    |009-18 Przyrząd obr. Weber 5590017418   |E49           |23.02.2018      |26.02.2018       |E007.A40961|009-18 PRZYRZĄD OBR. WEBER 55900174|
| 1060261562|                  1 |PC |E003.A05970|100928.01W_V11      |07  |100928.01W_V11 FRAME BEAM RIGHT         |E44           |26.02.2018      |26.02.2018       |E007.A40766|SB SMV15V11-2                      |
| 1060261563|                  1 |PC |E003.A05969|100928.02W_V11      |07  |100928.02W_V11 FRAME BEAM LEFT          |E44           |26.02.2018      |26.02.2018       |E007.A40767|SB SMV15V11-2                      |
| 1060261564|                  1 |PC |E003.A04387|5572660500PA        |02  |5572660500PA  Skrzydło boczne RH - ALF7 |E58           |20.02.2018      |22.02.2018       |E007.A28626|ALF7-40 SKRZYDLO PRAWE             |
| 1060261570|                  1 |PC |E003.A05403|9106239352PA        |8   |9106239352PA Podzespół - AHN            |E58           |20.02.2018      |21.02.2018       |E007.A37066|AHN A-45 BELKA POD OS MAŁA         |
| 1060261579|                  1 |PC |E001.A00296|9111419770          |4   |SWING ARM 9111419770 - AVA              |E58           |12.03.2018      |16.03.2018       |E003.A03042|SWINGARM 770 ASM1-14               |
| 1060261580|                  1 |PC |E001.A00372|9111419700          |08  |9111419700 Rear Frame Simba             |E58           |23.03.2018      |04.04.2018       |E003.A03277|ASM1-14 SKRZYNIA                   |
| 1060261582|                  1 |PC |E003.A04123|9111425233          |01  |9111425233 CYLINDERFASTE (R)            |E58           |27.03.2018      |04.04.2018       |E007.A26652|UCHWYT SILOWNIKA 2 ASM1-14         |
| 1060261612|                  1 |PC |E001.A02064|101585.01           |03  |101585.01 SMVEC16 DRILLING 6213.022     |E57           |22.02.2018      |06.03.2018       |ZRSA.A00739|SMVEC16-62                         |
| 1060261612|                  1 |PC |E001.A02064|101585.01           |03  |101585.01 SMVEC16 DRILLING 6213.022     |E57           |22.02.2018      |06.03.2018       |E003.A05302|SMVEC16-62                         |
| 1060261616|                  1 |PC |E003.A01769|602783.01           |1   |602783.01 TUBE OUTER SMV STD            |E53           |20.02.2018      |21.02.2018       |E007.A09837|TUBA OUTER SMV 864                 |
| 1060261618|                  1 |PC |E003.A01773|601585.01           |2   |601585.01 TUBE INNER SMV STD            |E53           |19.02.2018      |20.02.2018       |E007.A09829|TUBA INNER SMV 862                 |
| 1060261632|                  1 |PC |E003.A05356|603351.05           |02  |603351.05 SMV MAST BEAM LEFT LH=21000   |E43           |27.02.2018      |28.02.2018       |E007.A10890|BELKA LEWA SMO21-13                |
| 1060261634|                  1 |PC |E003.A05354|603303.05PA         |01  |603303.05PA SMV MAST BEAM LEFT LH=21600 |E43           |21.02.2018      |23.02.2018       |ZRSA.A00689|BELKA LEWA SMI21-13                |
| 1060261638|                  1 |PC |E003.A05636|5240836             |09  |5240836_5240838 LOWER FRAME Comfort Ride|E55           |23.02.2018      |02.03.2018       |E007.A38437|DOLNA RAMA 450-103                 |
| 1060261640|                  1 |PC |E003.A05636|5240836             |09  |5240836_5240838 LOWER FRAME Comfort Ride|E55           |23.02.2018      |02.03.2018       |E007.A38437|DOLNA RAMA 450-104                 |
| 1060261642|                  1 |PC |E003.A05636|5240836             |09  |5240836_5240838 LOWER FRAME Comfort Ride|E55           |23.02.2018      |02.03.2018       |E007.A38437|DOLNA RAMA 450-105                 |
| 1060261643|                  1 |PC |E003.A05636|5240836             |09  |5240836_5240838 LOWER FRAME Comfort Ride|E55           |23.02.2018      |02.03.2018       |E007.A38437|DOLNA RAMA 450-106                 |
| 1060261645|                  1 |PC |E003.A04927|5080403             |01  |5080403 PINGWINY_RAMA182                |E48           |26.02.2018      |27.02.2018       |E007.A32851|PINGWINY KF_182_461                |
| 1060261646|                  1 |PC |E003.A05636|5240836             |09  |5240836_5240838 LOWER FRAME Comfort Ride|E55           |23.02.2018      |02.03.2018       |E007.A38437|DOLNA RAMA 450-107                 |
| 1060261648|                  1 |PC |E003.A04927|5080403             |01  |5080403 PINGWINY_RAMA182                |E48           |26.02.2018      |27.02.2018       |E007.A32851|PINGWINY KF_182_462                |
| 1060261650|                  1 |PC |E001.A01260|A63400.0200         |08  |A63400.0200 DCG180-250 4250             |E57           |26.02.2018      |08.03.2018       |E003.A04961|EC82-74                            |
| 1060261650|                  1 |PC |E001.A01260|A63400.0200         |08  |A63400.0200 DCG180-250 4250             |E57           |26.02.2018      |08.03.2018       |ZRSA.A00894|EC82-74                            |
| 1060261657|                  1 |PC |E001.A02059|A57330.2200         |03  |A57330.2200 DCF470-520 HB WB=6000 EC84  |E57           |20.02.2018      |28.02.2018       |E007.A06618|EC84-3                             |
| 1060261657|                  1 |PC |E001.A02059|A57330.2200         |03  |A57330.2200 DCF470-520 HB WB=6000 EC84  |E57           |20.02.2018      |28.02.2018       |E007.A06618|EC84-3                             |
| 1060261657|                  1 |PC |E001.A02059|A57330.2200         |03  |A57330.2200 DCF470-520 HB WB=6000 EC84  |E57           |20.02.2018      |28.02.2018       |E007.A06618|EC84-3                             |
| 1060261657|                  1 |PC |E001.A02059|A57330.2200         |03  |A57330.2200 DCF470-520 HB WB=6000 EC84  |E57           |20.02.2018      |28.02.2018       |ZRSA.A00894|EC84-3                             |
| 1060261664|                  1 |PC |E003.A00360|A22909.0300         |03  |BRACKET A22909.0300                     |E53           |19.02.2018      |20.02.2018       |E007.A03640|SŁUPEK G738                        |
| 1060261664|                  1 |PC |E003.A00360|A22909.0300         |03  |BRACKET A22909.0300                     |E53           |19.02.2018      |20.02.2018       |E007.A03640|SŁUPEK G738                        |
| 1060261664|                  1 |PC |E003.A00360|A22909.0300         |03  |BRACKET A22909.0300                     |E53           |19.02.2018      |20.02.2018       |E007.A03640|SŁUPEK G738                        |
| 1060261666|                  1 |PC |E003.A05257|A57332.1200         |02  |A57332.1200 FRAME BEAM LEFT             |E57           |19.02.2018      |20.02.2018       |E007.A35990|SB EC84-3                          |
| 1060261667|                  3 |PC |E003.A01771|601243              |2   |601243 BRACKET EXTENSION CYLINDER       |E53           |20.02.2018      |21.02.2018       |E007.A10912|GŁOW WEWN. SMV864-866              |
| 1060261667|                  3 |PC |E003.A01771|601243              |2   |601243 BRACKET EXTENSION CYLINDER       |E53           |20.02.2018      |21.02.2018       |E007.A10912|GŁOW WEWN. SMV864-866              |
| 1060261667|                  3 |PC |E003.A01771|601243              |2   |601243 BRACKET EXTENSION CYLINDER       |E53           |20.02.2018      |21.02.2018       |E007.A10912|GŁOW WEWN. SMV864-866              |
| 1060261667|                  3 |PC |E003.A01771|601243              |2   |601243 BRACKET EXTENSION CYLINDER       |E53           |20.02.2018      |21.02.2018       |E007.A10912|GŁOW WEWN. SMV864-866              |
| 1060261669|                  1 |PC |E003.A01321|A45190.0500         |02  |A45190.0500 TILT FRAME                  |E57           |19.02.2018      |20.02.2018       |E003.A01318|SZUBIENICA EC84-3                  |
| 1060261673|                  1 |PC |E001.A02064|101585.01           |03  |101585.01 SMVEC16 DRILLING 6213.022     |E57           |26.02.2018      |08.03.2018       |E003.A05302|SMVEC16-63                         |
| 1060261673|                  1 |PC |E001.A02064|101585.01           |03  |101585.01 SMVEC16 DRILLING 6213.022     |E57           |26.02.2018      |08.03.2018       |ZRSA.A00739|SMVEC16-63                         |
| 1060261674|                  1 |PC |E001.A02064|101585.01           |03  |101585.01 SMVEC16 DRILLING 6213.022     |E57           |06.03.2018      |16.03.2018       |ZRSA.A00739|SMVEC16-64                         |
| 1060261674|                  1 |PC |E001.A02064|101585.01           |03  |101585.01 SMVEC16 DRILLING 6213.022     |E57           |06.03.2018      |16.03.2018       |E003.A05302|SMVEC16-64                         |
| 1060261677|                  1 |PC |E003.A05199|5590018676          |01  |5590018676 Głowica boczna pojedyn - ALF8|E58           |20.02.2018      |20.02.2018       |E007.A35481|ALF8-84 GLOWICA BOCZNA POJEDYNCZA  |
| 1060261679|                  1 |PC |E003.A05302|101010.01           |03  |101010.01 BELKA LEWA WIERCONA 6213.022  |E57           |19.02.2018      |20.02.2018       |E007.A13496|SB SMVEC16-63                      |
| 1060261682|                  1 |PC |E003.A05303|101010.02           |02  |101010.02 BELKA PRAWA WIERCENIE 6213.022|E57           |19.02.2018      |20.02.2018       |E007.A13496|SB SMVEC16-63                      |
| 1060261692|                  1 |PC |E003.A03801|101300.01           |04  |101300.01/02 Front FenderSET(RIGHT+LEFT)|E57           |02.03.2018      |02.03.2018       |E007.A17837|BŁOTNIKI SMVEC16-62                |
| 1060261694|                  1 |PC |E003.A03801|101300.01           |04  |101300.01/02 Front FenderSET(RIGHT+LEFT)|E57           |09.03.2018      |09.03.2018       |E007.A17837|BŁOTNIKI SMVEC16-64                |
| 1060261695|                  1 |PC |E001.A01260|A63400.0200         |08  |A63400.0200 DCG180-250 4250             |E57           |01.03.2018      |13.03.2018       |E003.A04961|EC82-75                            |
| 1060261695|                  1 |PC |E001.A01260|A63400.0200         |08  |A63400.0200 DCG180-250 4250             |E57           |01.03.2018      |13.03.2018       |ZRSA.A00894|EC82-75                            |
| 1060261696|                  1 |PC |E001.A01252|A63400.0100         |08  |A63400.0100 DCG200-220 4000             |E57           |02.03.2018      |13.03.2018       |E003.A04802|EC81-73                            |
| 1060261696|                  1 |PC |E001.A01252|A63400.0100         |08  |A63400.0100 DCG200-220 4000             |E57           |02.03.2018      |13.03.2018       |ZRSA.A00894|EC81-73                            |
| 1060261700|                  1 |PC |E003.A01157|9106149364          |03  |OUTER TUBE SUBASSEMBLY 9106149364       |E58           |08.03.2018      |13.03.2018       |E007.A10790|RURA Z OKNAMI AHN A-46             |
| 1060261700|                  1 |PC |E003.A01157|9106149364          |03  |OUTER TUBE SUBASSEMBLY 9106149364       |E58           |08.03.2018      |13.03.2018       |ZRSA.C12675|RURA Z OKNAMI AHN A-46             |
| 1060261701|                  1 |PC |E003.A01157|9106149364          |03  |OUTER TUBE SUBASSEMBLY 9106149364       |E58           |08.03.2018      |13.03.2018       |E007.A10790|RURA Z OKNAMI AHN A-47             |
| 1060261701|                  1 |PC |E003.A01157|9106149364          |03  |OUTER TUBE SUBASSEMBLY 9106149364       |E58           |08.03.2018      |13.03.2018       |ZRSA.C12675|RURA Z OKNAMI AHN A-47             |
